,Title,Abstract,Owner,field,Key word,country,State,City,link of page
4266,دانش فنی تولید کپسول گیاهی,نیازفناورانه/راه اندازی خط تولید,نمونه ساز بعد سوم,"علوم پایه, فنی و مهندسی",,ایران,البرز,,https://nan.ac/ViewNeed/695AD52C96ACA9B84209A392015A8265
4267,تسهیل و آسان سازی سفر با طراحی سایت و اپلیکیشن جامع اطلاعات گردشگری,تا کنون توضیحات بیشتر این نیاز توسط پارک علم و فناوری کردستان به دبیرخانه نان ارائه نشده است,میراث فرهنگی، صنایع دستی و گردشگری,علوم انسانی,,ایران,کردستان,سنندج,https://nan.ac/ViewNeed/26E4D9BAC151DB014148DDC148D52AC7
4268,عملگر برقی دریچه های فیلتر,کشور سازنده: آلمان *** این نیاز مربوط به مسعود احمدی با کد ملی 4.28573e+009 و شماره همراه: 9.12743e+009 می‌باشد و توسط پارک علم و فناوری استان زنجان ارائه گردیده است.,,,['نیآبرسانی ،  ابهر ، خرمدره ، عملگر برقی دریچه های فیلتر'],ایران,زنجان,زنجان,https://nan.ac/ViewNeed/F3C0BB1BB7AD1EF0437F8EEC5EEE758D
4269,عملگر برقی شیر,کشور سازنده : آلمان *** این نیاز مربوط به مسعود احمدی با کد ملی 4.28573e+009 و شماره همراه: 9.12743e+009 می‌باشد و توسط پارک علم و فناوری استان زنجان ارائه گردیده است.,,,['نیآبرسانی ،  ابهر ، خرمدره ، عملگر برقی شیر'],ایران,زنجان,زنجان,https://nan.ac/ViewNeed/EF5BF65078E886E696E7FB81D350B86E
4270,ساخت دستگاه شناسایی کابل های غیر مجاز پنهان,تلفات انرژی غیر فنی تاثیر مستقیمی روی درآمدهای شرکت های توزیع برق دارد و از طرفی شرکتهای توزیع برق در راستای انجام وظایف سازمانی خود و براساس دستورالعمل ها نیاز به تست و بازرسی و بازدید های میدانی انشعابات دارند. در حال حاضر، بدون انرژی برق نمی توان از دستگاه ها و تکنولوژی های روز استفاده نمود. سرقت مستقیم از شبکه برق جهت ساخت و سازهای غیرمجاز به شدت در حال افزایش است.,پارک علم و فناوری گلستان,فنی و مهندسی,"['شناسایی', 'کابل غیر مجاز']",ایران,گلستان,گرگان,https://nan.ac/ViewNeed/9F627F68C3AB35F288E17C320378A57A
4271,طراحی سامانه صلح یار,تا کنون توضیحاتی در مورد این نیاز توسط پارک علم و فناوری گلستان به دبیرخانه نان ارائه نشده است,دادگستری,سیستم های اطلاعاتی و فناوری اطلاعات,,ایران,گلستان,گرگان,https://nan.ac/ViewNeed/EEAF84536290E33FC3DB1BD0995C64CF
4272,بررسی روش های مختلف تصفیه شیرابه و انتخاب  بهترین روش برای تصفیه شیرابه محل دفن سراوان,معضل بزرگ پسماند زباله سراوان رشت، امروزه به عنوان فاجعه ای برای محیط زیست شمال کشور تبدیل شده است، زیرا شیرابه های این حجم زباله، جنگل و طبیعت این منطقه را نابود میکند و در نهایت با ورود به محصولات کشاورزی، زندگی و سلامت مردم را تحت تاثیر قرار میدهد. تولید شیرابه باعث آلوده کردن سفره های زیر زمینی، محیط زیست و تغذیه دام و طیور، آلوده سازی رودخانه ها، تالاب انزلی و دریای خزر، آلوده ساختن مزارع برنج و باغهای میوه، ایجاد بیماریهای پوستی در مناطق مجاور برای ساکنین، بوی تعفن، هجوم مگسها و انواع حشرات به زندگی اهالی می شود.,استانداری گیلان,فنی و مهندسی,['تصفیه شیرابه ،سراوان،پسماند،محیط زیست، شیرابه'],ایران,گیلان,رشت,https://nan.ac/ViewNeed/744A222151B0A622FF99930BFAD72AB7
4273,مدیریت هوشمند منابع آب زیرزمینی با استفاده از داده های کنتور هوشمند,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت سهامی آب منطقه ای قزوین,,['مدیریت هوشمند منابع آب زیرزمینی ، داده های کنتور هوشمند'],ایران,قزوین,,https://nan.ac/ViewNeed/D49C049D5BBC3D6D0F54E18C83E76411
4274,تامین فرستنده های تلویزیون دیجیتال مرکز خراسان جنو,نیاز مربوط به سازمان صدا و سیمای جمهوری اسلامی ایران  زیرمجموعه  دستگاه اجرایی  و عنوان پروژه تامين فرستنده هاي تلويزيون ديجيتال مرکز خراسان جنوبي  است.  و تعداد 4  دستگاه نیاز است. ISIC=3220612363  HS=85255090,سازمان صدا و سیمای جمهوری اسلامی ایران,"علوم پایه, فنی و مهندسی, مهندسی برق",,ایران,خراسان جنوبی,بیرجند,https://nan.ac/ViewNeed/429911100F62860E60E89F4AA5FC08AB
4275,بررسی فرصت‌های گردشگری روستایی در استان گلستان,گردشگری روستایی شامل گردشگری کشاورزی، گردشگری مزرعه، گردشگری طبیعت، گردشگری فرهنگی (تاریخی، مذهبی، اجتماعی، و ...) و اکوتوریسم است. شناخت جاذبه های مختلف روستایی و تطبیق آن در یک مقیاس منطقه ای وهمچنین قابلیت های دیگر در این مقیاس در رابطه با محصول گردشگری قابل عرضه از اهمیت اساسی برخوردار است. هدف اصلی در این پژوهش؛ شناسایی، اولویت  بندی، و معرفی انواع فرصتهای گردشگری نواحی روستایی استان گلستان و ارایه راهکارهایی ‏بمنظور کمک به متنوع سازی اقتصاد روستایی در جهت ‏توسعه پایدار روستایی می باشد. روش تحقیق در این پژوهش از لحاظ هدف از نوع کاربردی و مبتنی بر دو بخش اسنادی و کیفی می باشد.  در بخش اول از تکنیک تحلیل ثانویه  با استفاده از منابع مختلف که شامل کتب، مقالات و سایت های مختلف اینترنتی و گزارشات آماری و اسنادی سازمانها و دستگاههای اجرایی ذیربط است ، بهره برداری می شود. و در بخش دوم از روش تحقیق کیفی و استراتژیک در چارچوب مدل MS-SWOT استفاده می شود. انتظار می رود دستاوردهای تحقیق به تنوع منابع اقتصادی روستاییان و رونق گردشگری روستایی استان کمک نماید.,استانداری گلستان,"علوم انسانی, برنامه ریزی گردشگری (توریسم)",['گردشگری،روستایی،اقتصادی روستاییان ،توسعه پایدار'],ایران,گلستان,گرگان,https://nan.ac/ViewNeed/07DA5F7640E11B2640EC663A598DDAA6
4276,مطالعات پایه پدافند غیر عامل: شناسایی و ارزیابی مخاطرات طبیعی و تهدیدات شبکه‌ی شرکت برق منطقه‌ای خوزستان,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['پدافند غیر عامل ،  مخاطرات طبیعی و تهدیدات شبکه\u200cی شرکت برق ، خوزستان'],ایران,خوزستان,,https://nan.ac/ViewNeed/C20EA375CF2FE7CF2CB3FB10A0428C36
4277,ناپایداری بازار و عدم تناسب قیمت تمام شده با فروش و تامین نهاده های دامی,عرضه محصولات کشاورزی و ناپایداری بازار و عدم تناسب قیمت تمام شده با فروش و تامین نهاده های دامی,پارك علم وفناوري استان سمنان,"کشاورزی و منابع طبیعی, علوم دامی",['عرضه محصولات کشاورزی، نهاده های دامی، تامین نهاده، تناسب قیمت تمام شده با فروش'],,,,https://nan.ac/ViewNeed/AEC75B5382F04915953CF29662F4EC41
4278,طراحی و ساخت سیستم پایلوت حذف گوگرد از چشمه آب شیخ صله با استفاده از کاتالیستهای گوگردزدا,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت آب و فاضلاب استان کرمانشاه,,['حذف گوگرد از چشمه آب شیخ صله ، کاتالیستهای گوگردزدا'],ایران,کرمانشاه,,https://nan.ac/ViewNeed/CEF3C1C9004DEBE0B7AC461E4091F1BC
4279,سنجش شاخص بهره وری شرکت توزیع برق استان کردستان,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['بهره وری ،شرکت توزیع برق ، استان کردستان'],ایران,کردستان,,https://nan.ac/ViewNeed/3D90FB0B45B6C000706A744F16D5F0F6
